日期,国家,确诊人数,治愈人数,新增确诊,新增死亡,现有确诊
2月1日,全球,14543,,23,,14543
2月2日,全球,17384,,2841,58,17384
2月3日,全球,20624,,3240,64,20624
2月4日,全球,24522,,3898,66,24522
2月5日,全球,28251,,3729,73,28251
2月6日,全球,31427,,3176,73,31427
2月7日,全球,34868,,3441,86,34868
2月8日,全球,37544,,2676,89,37544
2月9日,全球,40542,,2998,97,40542
2月10日,全球,43027,,2485,108,43027
2月11日,全球,45125,,2098,97,45125
2月12日,全球,60323,,15198,146,60323
2月13日,全球,64379,,4056,121,64379
2月14日,全球,67081,,2702,144,67081
2月15日,全球,69110,,2029,143,69110
2月16日,全球,71317,,2207,106,71317
2月17日,全球,73322,,2005,98,73322
2月18日,全球,75083,,1761,136,75083
2月19日,全球,75599,,516,115,75599
2月20日,全球,77086,,1487,123,77086
2月21日,全球,77592,,506,109,77592
2月22日,全球,78248,,656,100,78248
2月23日,全球,79031,,783,156,79031
2月24日,全球,79848,,817,77,79848
2月25日,全球,80649,,801,63,80649
2月26日,全球,81550,,901,39,81550
2月27日,全球,82622,,1072,57,82622
2月28日,全球,84080,,1458,57,84080
2月29日,全球,85977,,1897,54,85977
3月1日,全球,87343,,1366,60,87343
3月2日,全球,89106,,1763,55,89106
3月3日,全球,90975,,1869,76,90975
3月4日,全球,93233,,2258,79,93233
3月5日,全球,95481,,2248,83,95481
3月6日,全球,98297,,2816,97,98297
3月7日,全球,102050,55932,3753,112,46118
3月8日,全球,105873,58519,3823,94,47354
3月9日,全球,110074,60789,4201,233,49285
3月10日,全球,114501,62776,4427,203,51725
3月11日,全球,118946,65114,4445,252,53832
3月12日,全球,126090,67057,7144,331,59033
3月13日,全球,134576,68932,8486,358,65644
3月14日,全球,145380,70931,10804,446,74449
3月15日,全球,156511,74466,11131,403,82045
3月16日,全球,169627,76618,13116,692,93009
3月17日,全球,181955,78340,12328,630,103615
3月18日,全球,198308,81734,16353,821,116574
3月19日,全球,218850,84386,20542,950,134464
3月20日,全球,245043,87408,26193,1100,157635
3月21日,全球,282906,93510,37863,1787,189396
3月22日,全球,307030,94798,24124,1208,212232
3月23日,全球,335542,97636,28512,1582,237906
3月24日,全球,378524,101584,42982,1880,276940
3月25日,全球,420835,108323,42311,2309,312512
3月26日,全球,467397,113808,46562,2360,353589
3月27日,全球,526071,123337,58674,2561,402734
3月28日,全球,590658,132490,64587,3245,458168
3月29日,全球,658672,141420,68014,3505,517252
3月30日,全球,718897,150918,60225,3426,567979
3月31日,全球,780506,164631,61609,3654,615875
4月1日,全球,854039,176906,73533,4463,677133
4月2日,全球,930819,193750,76780,4767,737069
4月3日,全球,1009727,211907,78908,5190,797820
4月4日,全球,1082202,228109,72475,6808,854093
4月5日,全球,1182530,246110,100328,5798,936420
4月6日,全球,1251288,261134,68758,4744,990154
4月7日,全球,1324393,278156,73105,5121,1046237
4月8日,全球,1402629,301623,78236,7415,1101006
4月9日,全球,1485407,319292,82778,6243,1166115
4月10日,全球,1573971,355392,88564,7285,1218579
4月11日,全球,1667246,375321,93275,7014,1291925
4月12日,全球,1748913,401498,81667,6078,1347415
4月13日,全球,1821865,422488,72952,5425,1399377
4月14日,全球,1890452,443192,68587,5310,1447260
4月15日,全球,1959595,467074,69143,6739,1492521
4月16日,全球,2040130,509067,80535,8069,1531063
4月17日,全球,2127583,546743,87453,11397,1580840
4月18日,全球,2201506,569937,73923,8401,1631569
4月19日,全球,2288798,595381,87292,5929,1693417
4月20日,全球,2367742,615703,78944,5109,1752039
4月21日,全球,2438771,645019,71029,5092,1793752
4月22日,全球,2515331,688356,76560,7229,1826975
4月23日,全球,2593158,716731,77827,6546,1876427
4月24日,全球,2672915,743567,79757,6387,1929348
4月25日,全球,2780925,779766,108010,6465,2001159
4月26日,全球,2870677,832702,89752,5983,2037975
4月27日,全球,2932425,876488,61748,4170,2055937
4月28日,全球,3000760,919366,68335,4337,2081394
4月29日,全球,3070544,950878,69784,5922,2119666
4月30日,全球,3145204,996827,74660,10381,2148377
5月1日,全球,3236425,1037913,91221,6273,2198512
5月2日,全球,3326409,1077834,89984,5469,2248575
5月3日,全球,3405673,1114868,79264,4995,2290805
5月4日,全球,3492413,1152914,86740,3877,2339499
5月5日,全球,3568045,1187420,75632,3630,2380625
5月6日,全球,3646219,1235728,78174,5698,2410491
5月7日,全球,3740311,1287636,94092,6710,2452675
5月8日,全球,3832056,1334586,91745,6041,2497470
5月9日,全球,3926218,1375984,94162,5338,2550234
5月10日,全球,4008604,1427069,82386,4112,2581535
5月11日,全球,4095895,1468789,87291,4073,2627106
5月12日,全球,4165015,1521397,69120,2979,2643618
5月13日,全球,4250593,1575554,85578,5255,2675039
5月14日,全球,4337489,1648397,86896,5236,2689092
5月15日,全球,4430343,1697595,92854,4963,2732748
5月16日,全球,4528167,1742819,97824,4891,2785348
5月17日,全球,4624307,1803101,96140,4295,2821206
5月18日,全球,4710596,1847793,86289,4322,2862803
5月19日,全球,4787067,1893657,76471,2787,2893410
5月20日,全球,4887352,1950673,100285,4899,2936679
5月21日,全球,4984372,2001689,97020,4484,2982683
5月22日,全球,5088459,2068425,104087,4341,3020034
5月23日,全球,5197845,2139160,109386,4926,3058685
5月24日,全球,5303599,2235279,105754,4639,3068320
5月25日,全球,5401158,2291144,97559,2706,3110014
5月26日,全球,5485167,2353734,84009,2645,3131433
5月27日,全球,5568287,2417799,83120,3451,3150488
5月28日,全球,5679037,2477342,110750,5548,3201695
5月29日,全球,5784591,2570469,105554,4523,3214122
5月30日,全球,5909201,2650522,124610,4932,3258679
5月31日,全球,6030923,2712832,121722,4161,3318091
6月1日,全球,6161061,2781931,130138,3779,3379130
6月2日,全球,6262308,2886826,101247,3151,3375482
6月3日,全球,6365491,2951362,103183,4235,3414129
6月4日,全球,6484820,3110630,119329,4662,3374190
6月5日,全球,6629979,3225836,145159,6156,3404143
6月6日,全球,6758937,3310410,128958,5248,3448527
6月7日,全球,6899189,3401558,140252,4164,3497631
6月8日,全球,7017118,3450985,117929,3623,3566133
6月9日,全球,7120328,3504300,103210,2821,3616028
6月10日,全球,7256106,3592208,135778,5360,3663898
6月11日,全球,7389880,3720526,133774,5095,3669354
6月12日,全球,7527431,3831700,137551,4951,3695731
6月13日,全球,7665096,3907775,137665,4444,3757321
6月14日,全球,7801746,4016178,136650,4281,3785568
6月15日,全球,7929355,4095462,127609,3437,3833893
6月16日,全球,8065497,4213182,136142,4076,3852315
6月17日,全球,8181382,4289098,115885,5411,3892284
6月18日,全球,8332195,4375596,150813,5648,3956599
6月19日,全球,8504776,4501293,172581,5066,4003483
6月20日,全球,8687145,4615325,182369,6317,4071820
6月21日,全球,8847605,4724625,160460,4449,4122980
6月22日,全球,8979521,4793295,131916,3458,4186226
6月23日,全球,,,,,0
6月24日,全球,,,,,0
6月25日,全球,,,,,0
6月26日,全球,,,,,0
2月1日,美国,7,,,0,7
2月2日,美国,8,,1,0,8
2月3日,美国,11,,3,0,11
2月4日,美国,11,,0,0,11
2月5日,美国,11,,0,0,11
2月6日,美国,12,,1,0,12
2月7日,美国,12,,0,0,12
2月8日,美国,12,,0,0,12
2月9日,美国,12,,0,0,12
2月10日,美国,12,,0,0,12
2月11日,美国,13,,1,0,13
2月12日,美国,13,,0,0,13
2月13日,美国,14,,1,0,14
2月14日,美国,15,,1,0,15
2月15日,美国,15,,0,0,15
2月16日,美国,15,,0,0,15
2月17日,美国,15,,0,0,15
2月18日,美国,15,,0,0,15
2月19日,美国,15,,0,0,15
2月20日,美国,15,,0,0,15
2月21日,美国,15,,0,0,15
2月22日,美国,35,,20,0,35
2月23日,美国,35,,0,0,35
2月24日,美国,35,,0,0,35
2月25日,美国,53,,18,0,53
2月26日,美国,53,,0,0,53
2月27日,美国,59,,6,0,59
2月28日,美国,59,,0,0,59
2月29日,美国,62,,3,0,62
3月1日,美国,62,,0,0,62
3月2日,美国,62,,0,0,62
3月3日,美国,64,,2,2,64
3月4日,美国,108,,44,4,108
3月5日,美国,129,,21,3,129
3月6日,美国,148,,19,1,148
3月7日,美国,317,15,169,5,302
3月8日,美国,434,15,117,4,419
3月9日,美国,538,15,104,3,523
3月10日,美国,624,15,86,4,609
3月11日,美国,975,15,351,4,960
3月12日,美国,1301,15,326,8,1286
3月13日,美国,1697,30,396,3,1667
3月14日,美国,2269,41,572,7,2228
3月15日,美国,2836,49,567,9,2787
3月16日,美国,3668,59,832,11,3609
3月17日,美国,4547,74,879,17,4473
3月18日,美国,6439,106,1892,24,6333
3月19日,美国,9261,106,2822,41,9155
3月20日,美国,13816,108,4555,57,13708
3月21日,美国,19083,147,5267,68,18936
3月22日,美国,26111,176,7028,49,25935
3月23日,美国,32356,178,6245,90,32178
3月24日,美国,43449,295,11093,131,43154
3月25日,美国,53358,370,9909,150,52988
3月26日,美国,65342,393,11984,227,64949
3月27日,美国,82179,1864,16837,255,80315
3月28日,美国,100514,2465,18335,369,98049
3月29日,美国,120529,3229,20015,462,117300
3月30日,美国,139986,4435,19457,446,135551
3月31日,美国,160344,5220,20358,499,155124
4月1日,美国,185270,6347,24926,827,178923
4月2日,美国,211408,8805,26138,938,202603
4月3日,美国,240529,10365,29121,1092,230164
4月4日,美国,274178,12044,33649,1243,262134
4月5日,美国,308124,14686,33946,1339,293438
4月6日,美国,334125,17177,26001,1165,316948
4月7日,美国,363424,19532,29299,1207,343892
4月8日,美国,394182,21571,30758,1952,372611
4月9日,美国,425828,22202,31646,1888,403626
4月10日,美国,463433,25139,37605,1900,438294
4月11日,美国,496828,26822,33395,2005,470006
4月12日,美国,529343,29442,32515,1957,499901
4月13日,美国,557235,31976,27892,1490,525259
4月14日,美国,583870,35755,26635,1529,548115
4月15日,美国,610632,38562,26762,2371,572070
4月16日,美国,641410,48131,30778,2538,593279
4月17日,美国,669129,57271,27719,4474,611858
4月18日,美国,699850,59142,30721,4374,640708
4月19日,美国,736052,67418,36202,1602,668634
4月20日,美国,762496,69956,26444,1634,692540
4月21日,美国,788690,71781,26194,1785,716909
4月22日,美国,815892,82620,27202,2863,733272
4月23日,美国,844992,83910,29100,2304,761082
4月24日,美国,876174,85010,31182,2221,791164
4月25日,美国,916348,93275,40174,2091,823073
4月26日,美国,955488,116167,39140,2378,839321
4月27日,美国,985060,118735,29572,1237,866325
4月28日,美国,1004942,137591,19882,1170,867351
4月29日,美国,1029878,140138,24936,2113,889740
4月30日,美国,1056646,145320,26768,2540,911326
5月1日,美国,1092656,151774,36010,2585,940882
5月2日,美国,1125305,160173,32649,1775,965132
5月3日,美国,1156313,170772,31008,1666,985541
5月4日,美国,1185167,178219,28854,1289,1006948
5月5日,美国,1209702,184354,24535,981,1025348
5月6日,美国,1234487,199148,24785,2578,1035339
5月7日,美国,1256638,205261,22151,2067,1051377
5月8日,美国,1288051,215078,31413,2608,1072973
5月9日,美国,1318526,221919,30475,1765,1096607
5月10日,美国,1342723,232869,24197,1432,1109854
5月11日,美国,1365247,240842,22524,789,1124405
5月12日,美国,1381665,260188,16418,837,1121477
5月13日,美国,1406306,280438,24641,1702,1125868
5月14日,美国,1427185,307755,20879,1717,1119430
5月15日,美国,1453381,316244,26196,1799,1137137
5月16日,美国,1480703,321348,27322,1539,1159355
5月17日,美国,1503684,337563,22981,1145,1166121
5月18日,美国,1525579,343204,21895,1448,1182375
5月19日,美国,1544685,353116,19106,828,1191569
5月20日,美国,1567289,362384,22604,1613,1204905
5月21日,美国,1588666,362135,21377,1400,1226531
5月22日,美国,1617655,381567,28989,1436,1236088
5月23日,美国,1642698,396075,25043,1359,1246623
5月24日,美国,1665027,445009,22329,1101,1220018
5月25日,美国,1684048,451451,19021,604,1232597
5月26日,美国,1703881,461002,19833,511,1242879
5月27日,美国,1722856,477189,18975,714,1245667
5月28日,美国,1742286,485929,19430,1374,1256357
5月29日,美国,1766201,497958,23915,1423,1268243
5月30日,美国,1788719,518114,22518,1121,1270605
5月31日,美国,1814602,528345,25883,1128,1286257
6月1日,美国,1834494,541168,19892,627,1293326
6月2日,美国,1856800,608191,22306,710,1248609
6月3日,美国,1878305,622092,21505,1119,1256213
6月4日,美国,1898459,652021,20154,1023,1246438
6月5日,美国,1921992,705991,23533,1100,1216001
6月6日,美国,1951009,718239,29017,1172,1232770
6月7日,美国,1986111,746976,35102,781,1239135
6月8日,美国,2005813,757107,19702,431,1248706
6月9日,美国,2024283,771060,18470,547,1253223
6月10日,美国,2043291,783082,19008,1064,1260209
6月11日,美国,2064085,800512,20794,996,1263573
6月12日,美国,2087845,813497,23760,904,1274348
6月13日,美国,2114776,837451,26931,785,1277325
6月14日,美国,2140799,849117,26023,712,1291682
6月15日,美国,2160857,860122,20058,356,1300735
6月16日,美国,2182950,889866,22093,442,1293084
6月17日,美国,2203095,898250,20145,734,1304845
6月18日,美国,2231598,911110,28503,875,1320488
6月19日,美国,2257604,924930,26006,639,1332674
6月20日,美国,2293300,953453,35696,833,1339847
6月21日,美国,2326225,966048,32925,533,1360177
6月22日,美国,2352882,977683,26657,340,1375199
6月23日,美国,0,0,0,0,0
6月24日,美国,0,0,0,0,0
6月25日,美国,0,0,0,0,0
6月26日,美国,0,0,0,0,0
2月1日,西班牙,1,,,0,1
2月2日,西班牙,1,,0,0,1
2月3日,西班牙,1,,0,0,1
2月4日,西班牙,1,,0,0,1
2月5日,西班牙,1,,0,0,1
2月6日,西班牙,1,,0,0,1
2月7日,西班牙,1,,0,0,1
2月8日,西班牙,1,,0,0,1
2月9日,西班牙,1,,0,0,1
2月10日,西班牙,2,,1,0,2
2月11日,西班牙,2,,0,0,2
2月12日,西班牙,2,,0,0,2
2月13日,西班牙,2,,0,0,2
2月14日,西班牙,2,,0,0,2
2月15日,西班牙,2,,0,0,2
2月16日,西班牙,2,,0,0,2
2月17日,西班牙,2,,0,0,2
2月18日,西班牙,2,,0,0,2
2月19日,西班牙,2,,0,0,2
2月20日,西班牙,2,,0,0,2
2月21日,西班牙,2,,0,0,2
2月22日,西班牙,2,,0,0,2
2月23日,西班牙,2,,0,0,2
2月24日,西班牙,2,,0,0,2
2月25日,西班牙,2,,0,0,2
2月26日,西班牙,2,,0,0,2
2月27日,西班牙,12,,10,0,12
2月28日,西班牙,25,,13,0,25
2月29日,西班牙,32,,7,0,32
3月1日,西班牙,45,,13,0,45
3月2日,西班牙,45,,0,0,45
3月3日,西班牙,114,,69,0,114
3月4日,西班牙,151,,37,0,151
3月5日,西班牙,198,,47,1,198
3月6日,西班牙,257,,59,2,257
3月7日,西班牙,401,6,144,5,395
3月8日,西班牙,503,30,102,2,473
3月9日,西班牙,674,32,171,7,642
3月10日,西班牙,1231,32,557,13,1199
3月11日,西班牙,1695,135,464,6,1560
3月12日,西班牙,2277,183,582,19,2094
3月13日,西班牙,3146,189,869,31,2957
3月14日,西班牙,5232,193,2086,47,5039
3月15日,西班牙,6391,517,1159,62,5874
3月16日,西班牙,7845,517,1454,97,7328
3月17日,西班牙,9682,530,1837,50,9152
3月18日,西班牙,11826,1028,2144,191,10798
3月19日,西班牙,14769,1081,2943,105,13688
3月20日,西班牙,18077,1107,3308,193,16970
3月21日,西班牙,21510,2125,3433,495,19385
3月22日,西班牙,25496,2125,3986,52,23371
3月23日,西班牙,28603,2125,3107,378,26478
3月24日,西班牙,35136,3355,6533,555,31781
3月25日,西班牙,42058,3794,6922,680,38264
3月26日,西班牙,49515,5367,7457,656,44148
3月27日,西班牙,56347,7015,6832,507,49332
3月28日,西班牙,64285,9357,7938,786,54928
3月29日,西班牙,72469,12285,8184,886,60184
3月30日,西班牙,80031,14709,7562,976,65322
3月31日,西班牙,87956,16780,7925,914,71176
4月1日,西班牙,95923,19259,7967,748,76664
4月2日,西班牙,104118,22647,8195,923,81471
4月3日,西班牙,112065,26743,7947,961,85322
4月4日,西班牙,119199,30513,7134,850,88686
4月5日,西班牙,126168,34219,6969,749,91949
4月6日,西班牙,131646,38080,5478,694,93566
4月7日,西班牙,136675,40437,5029,700,96238
4月8日,西班牙,141942,43208,5267,704,98734
4月9日,西班牙,148220,48021,6278,747,100199
4月10日,西班牙,153222,52165,5002,655,101057
4月11日,西班牙,158273,55668,5051,634,102605
4月12日,西班牙,163027,59109,4754,525,103918
4月13日,西班牙,166127,62391,3100,507,103736
4月14日,西班牙,169628,64727,3501,515,104901
4月15日,西班牙,172541,67504,2913,428,105037
4月16日,西班牙,177644,70853,5103,652,106791
4月17日,西班牙,184948,74797,7304,607,110151
4月18日,西班牙,188093,74797,3145,298,113296
4月19日,西班牙,191726,74797,3633,430,116929
4月20日,西班牙,198674,77357,6948,410,121317
4月21日,西班牙,200210,80587,1536,399,119623
4月22日,西班牙,204178,82514,3968,430,121664
4月23日,西班牙,208389,85915,4211,435,122474
4月24日,西班牙,213024,89250,4635,440,123774
4月25日,西班牙,219764,92355,6740,367,127409
4月26日,西班牙,219764,95708,0,0,124056
4月27日,西班牙,207634,117727,-12130,666,89907
4月28日,西班牙,209465,120832,1831,331,88633
4月29日,西班牙,210773,123903,1308,301,86870
4月30日,西班牙,212917,132929,2144,453,79988
5月1日,西班牙,213435,137984,518,268,75451
5月2日,西班牙,215216,142450,1781,281,72766
5月3日,西班牙,216582,146233,1366,276,70349
5月4日,西班牙,217466,148558,884,164,68908
5月5日,西班牙,218011,151633,545,164,66378
5月6日,西班牙,219329,154718,1318,185,64611
5月7日,西班牙,220325,159359,996,244,60966
5月8日,西班牙,221447,163919,1122,213,57528
5月9日,西班牙,222857,168408,1410,229,54449
5月10日,西班牙,223578,173157,721,179,50421
5月11日,西班牙,224390,176439,812,143,47951
5月12日,西班牙,227436,177846,3046,123,49590
5月13日,西班牙,228030,180470,594,90,47560
5月14日,西班牙,228691,183227,661,0,45464
5月15日,西班牙,229540,186480,849,0,43060
5月16日,西班牙,230183,188967,643,0,41216
5月17日,西班牙,230698,192253,515,0,38445
5月18日,西班牙,231360,195945,662,0,35415
5月19日,西班牙,231606,196958,246,0,34648
5月20日,西班牙,232037,196958,431,0,35079
5月21日,西班牙,232555,196958,518,0,35597
5月22日,西班牙,233037,196958,482,0,36079
5月23日,西班牙,234824,196958,1787,0,37866
5月24日,西班牙,235290,196958,466,0,38332
5月25日,西班牙,235400,196958,110,0,38442
5月26日,西班牙,235400,196958,0,0,38442
5月27日,西班牙,236259,196958,859,280,39301
5月28日,西班牙,236769,196958,510,1,39811
5月29日,西班牙,237906,196958,1137,1,40948
5月30日,西班牙,238564,196958,658,2,41606
5月31日,西班牙,239228,196958,664,4,42270
6月1日,西班牙,239429,196958,201,2,42471
6月2日,西班牙,239638,196958,209,0,42680
6月3日,西班牙,239932,0,294,0,239932
6月4日,西班牙,240326,0,394,1,240326
6月5日,西班牙,240666,0,340,5,240666
6月6日,西班牙,240978,0,312,1,240978
6月7日,西班牙,241310,0,332,1,241310
6月8日,西班牙,241550,0,240,1,241550
6月9日,西班牙,241717,N/A,167,0,#VALUE!
6月10日,西班牙,241966,N/A,249,0,#VALUE!
6月11日,西班牙,242282,N/A,316,0,#VALUE!
6月12日,西班牙,242707,N/A,425,0,#VALUE!
6月13日,西班牙,243209,N/A,502,0,#VALUE!
6月14日,西班牙,243605,N/A,396,0,#VALUE!
6月15日,西班牙,243928,N/A,323,0,#VALUE!
6月16日,西班牙,244109,N/A,181,0,#VALUE!
6月17日,西班牙,244328,N/A,219,0,#VALUE!
6月18日,西班牙,244683,N/A,355,0,#VALUE!
6月19日,西班牙,245268,N/A,585,0,#VALUE!
6月20日,西班牙,245575,N/A,307,1179,#VALUE!
6月21日,西班牙,245938,N/A,363,7,#VALUE!
6月22日,西班牙,246272,N/A,334,1,#VALUE!
6月23日,西班牙,0,0,0,0,0
6月24日,西班牙,0,0,0,0,0
6月25日,西班牙,0,0,0,0,0
6月26日,西班牙,0,0,0,0,0
2月1日,意大利,2,,,0,2
2月2日,意大利,2,,0,0,2
2月3日,意大利,2,,0,0,2
2月4日,意大利,2,,0,0,2
2月5日,意大利,2,,0,0,2
2月6日,意大利,2,,0,0,2
2月7日,意大利,3,,1,0,3
2月8日,意大利,3,,0,0,3
2月9日,意大利,3,,0,0,3
2月10日,意大利,3,,0,0,3
2月11日,意大利,3,,0,0,3
2月12日,意大利,3,,0,0,3
2月13日,意大利,3,,0,0,3
2月14日,意大利,3,,0,0,3
2月15日,意大利,3,,0,0,3
2月16日,意大利,3,,0,0,3
2月17日,意大利,3,,0,0,3
2月18日,意大利,3,,0,0,3
2月19日,意大利,3,,0,0,3
2月20日,意大利,3,,0,0,3
2月21日,意大利,3,,0,0,3
2月22日,意大利,9,,6,0,9
2月23日,意大利,76,,67,2,76
2月24日,意大利,124,,48,0,124
2月25日,意大利,229,,105,4,229
2月26日,意大利,322,,93,5,322
2月27日,意大利,400,,78,1,400
2月28日,意大利,650,,250,5,650
2月29日,意大利,888,,238,4,888
3月1日,意大利,1128,,240,8,1128
3月2日,意大利,1689,,561,6,1689
3月3日,意大利,2036,,347,17,2036
3月4日,意大利,2502,,466,28,2502
3月5日,意大利,3089,,587,27,3089
3月6日,意大利,3858,,769,41,3858
3月7日,意大利,4636,523,778,49,4113
3月8日,意大利,5883,589,1247,36,5294
3月9日,意大利,7375,622,1492,133,6753
3月10日,意大利,9172,724,1797,97,8448
3月11日,意大利,10149,1004,977,168,9145
3月12日,意大利,12462,1045,2313,196,11417
3月13日,意大利,15113,1258,2651,189,13855
3月14日,意大利,17660,1439,2547,250,16221
3月15日,意大利,21157,1966,3497,175,19191
3月16日,意大利,24747,2335,3590,368,22412
3月17日,意大利,27980,2749,3233,349,25231
3月18日,意大利,31506,2941,3526,345,28565
3月19日,意大利,35713,4025,4207,475,31688
3月20日,意大利,41035,4440,5322,427,36595
3月21日,意大利,47021,5129,5986,627,41892
3月22日,意大利,53578,6072,6557,793,47506
3月23日,意大利,59138,7024,5560,651,52114
3月24日,意大利,63927,7432,4789,601,56495
3月25日,意大利,69176,8326,5249,743,60850
3月26日,意大利,74386,9362,5210,683,65024
3月27日,意大利,80589,10361,6203,712,70228
3月28日,意大利,86498,10950,5909,919,75548
3月29日,意大利,92472,12384,5974,889,80088
3月30日,意大利,97689,13030,5217,756,84659
3月31日,意大利,101739,14620,4050,812,87119
4月1日,意大利,105792,15729,4053,837,90063
4月2日,意大利,110574,16847,4782,727,93727
4月3日,意大利,115242,18278,4668,760,96964
4月4日,意大利,119827,19758,4585,766,100069
4月5日,意大利,124632,20996,4805,681,103636
4月6日,意大利,128948,21815,4316,525,107133
4月7日,意大利,132547,22837,3599,636,109710
4月8日,意大利,135586,24392,3039,604,111194
4月9日,意大利,139422,26491,3836,542,112931
4月10日,意大利,143626,28470,4204,610,115156
4月11日,意大利,147577,30455,3951,570,117122
4月12日,意大利,152271,32534,4694,619,119737
4月13日,意大利,156363,34211,4092,431,122152
4月14日,意大利,159516,35435,3153,566,124081
4月15日,意大利,162488,37130,2972,602,125358
4月16日,意大利,165155,38092,2667,578,127063
4月17日,意大利,168941,40164,3786,525,128777
4月18日,意大利,172434,42727,3493,575,129707
4月19日,意大利,175925,44927,3491,482,130998
4月20日,意大利,178972,47055,3047,433,131917
4月21日,意大利,181228,48877,2256,454,132351
4月22日,意大利,183957,51600,2729,534,132357
4月23日,意大利,187327,54543,3370,437,132784
4月24日,意大利,189973,57576,2646,464,132397
4月25日,意大利,192994,60498,3021,420,132496
4月26日,意大利,195351,63120,2357,415,132231
4月27日,意大利,197675,64928,2324,260,132747
4月28日,意大利,199414,66624,1739,333,132790
4月29日,意大利,201505,68941,2091,382,132564
4月30日,意大利,203591,71252,2086,323,132339
5月1日,意大利,205463,75945,1872,285,129518
5月2日,意大利,207428,78249,1965,269,129179
5月3日,意大利,209328,79914,1900,474,129414
5月4日,意大利,210717,81654,1389,174,129063
5月5日,意大利,211938,82879,1221,195,129059
5月6日,意大利,213013,85231,1075,236,127782
5月7日,意大利,214457,93245,1444,369,121212
5月8日,意大利,215858,96276,1401,274,119582
5月9日,意大利,217185,99023,1327,243,118162
5月10日,意大利,218268,103031,1083,194,115237
5月11日,意大利,219070,105186,802,165,113884
5月12日,意大利,219814,106587,744,179,113227
5月13日,意大利,221216,109039,1402,172,112177
5月14日,意大利,222104,112541,888,195,109563
5月15日,意大利,223096,115288,992,262,107808
5月16日,意大利,223885,120205,789,242,103680
5月17日,意大利,224760,122810,875,153,101950
5月18日,意大利,225435,125176,675,145,100259
5月19日,意大利,225886,127326,451,99,98560
5月20日,意大利,226699,129401,813,162,97298
5月21日,意大利,227364,132282,665,161,95082
5月22日,意大利,228006,134560,642,156,93446
5月23日,意大利,228658,136720,652,130,91938
5月24日,意大利,229327,138840,669,119,90487
5月25日,意大利,229858,140479,531,50,89379
5月26日,意大利,230158,141981,300,92,88177
5月27日,意大利,230555,144658,397,78,85897
5月28日,意大利,231139,147101,584,117,84038
5月29日,意大利,231732,150604,593,70,81128
5月30日,意大利,232248,152844,516,87,79404
5月31日,意大利,232664,155633,416,111,77031
6月1日,意大利,232997,157507,333,75,75490
6月2日,意大利,233197,158355,200,60,74842
6月3日,意大利,233515,160092,318,55,73423
6月4日,意大利,233836,160938,321,71,72898
6月5日,意大利,234013,161895,177,88,72118
6月6日,意大利,234531,163781,518,85,70750
6月7日,意大利,234801,165078,270,72,69723
6月8日,意大利,234998,165837,197,53,69161
6月9日,意大利,235278,166584,280,65,68694
6月10日,意大利,235561,168646,283,79,66915
6月11日,意大利,235763,169939,202,71,65824
6月12日,意大利,236142,171338,379,53,64804
6月13日,意大利,236305,173085,163,56,63220
6月14日,意大利,236651,174865,346,78,61786
6月15日,意大利,236989,176370,338,44,60619
6月16日,意大利,237290,177010,301,26,60280
6月17日,意大利,237500,178526,210,34,58974
6月18日,意大利,237828,179455,328,43,58373
6月19日,意大利,238011,180544,183,66,57467
6月20日,意大利,238011,181907,0,47,56104
6月21日,意大利,238275,182453,264,49,55822
6月22日,意大利,238499,182893,224,24,55606
6月23日,意大利,0,0,0,0,0
6月24日,意大利,0,0,0,0,0
6月25日,意大利,0,0,0,0,0
6月26日,意大利,0,0,0,0,0
2月1日,法国,6,,0,0,6
2月2日,法国,6,,0,0,6
2月3日,法国,6,,0,0,6
2月4日,法国,6,,0,0,6
2月5日,法国,6,,0,0,6
2月6日,法国,6,,0,0,6
2月7日,法国,6,,0,0,6
2月8日,法国,11,,5,0,11
2月9日,法国,11,,0,0,11
2月10日,法国,11,,0,0,11
2月11日,法国,11,,0,0,11
2月12日,法国,11,,0,0,11
2月13日,法国,11,,0,0,11
2月14日,法国,11,,0,0,11
2月15日,法国,11,,0,1,11
2月16日,法国,11,,0,0,11
2月17日,法国,12,,1,0,12
2月18日,法国,12,,0,0,12
2月19日,法国,12,,0,0,12
2月20日,法国,12,,0,0,12
2月21日,法国,12,,0,0,12
2月22日,法国,12,,0,0,12
2月23日,法国,12,,0,0,12
2月24日,法国,12,,0,0,12
2月25日,法国,12,,0,0,12
2月26日,法国,14,,2,0,14
2月27日,法国,17,,3,1,17
2月28日,法国,38,,21,0,38
2月29日,法国,57,,19,0,57
3月1日,法国,100,,43,0,100
3月2日,法国,130,,30,0,130
3月3日,法国,178,,48,1,178
3月4日,法国,212,,34,1,212
3月5日,法国,285,,73,0,285
3月6日,法国,423,,138,3,423
3月7日,法国,613,12,190,2,601
3月8日,法国,716,12,103,1,704
3月9日,法国,1126,12,410,9,1114
3月10日,法国,1412,12,286,11,1400
3月11日,法国,1784,12,372,3,1772
3月12日,法国,2281,12,497,15,2269
3月13日,法国,2876,12,595,13,2864
3月14日,法国,3661,12,785,18,3649
3月15日,法国,4499,12,838,12,4487
3月16日,法国,5423,12,924,36,5411
3月17日,法国,6633,12,1210,21,6621
3月18日,法国,7730,602,1097,27,7128
3月19日,法国,9134,602,1404,69,8532
3月20日,法国,10995,1295,1861,128,9700
