日期,国家,确诊人数,治愈人数,死亡人数,新增确诊,新增死亡,现有确诊
5月14日,伊朗,112725,89428,6783,1958,50,23297
5月15日,伊朗,114533,90539,6854,1808,71,23994
5月16日,伊朗,116635,91836,6902,2102,48,24799
5月17日,伊朗,118392,93147,6937,1757,35,25245
5月18日,伊朗,120198,94464,6988,1806,51,25734
5月19日,伊朗,122492,95661,7057,2294,69,26831
5月20日,伊朗,124603,97173,7119,2111,62,27430
5月21日,伊朗,126949,98808,7183,2346,64,28141
5月22日,伊朗,129341,100564,7249,2392,66,28777
5月23日,伊朗,131652,102276,7300,2311,51,29376
5月24日,伊朗,133521,104072,7359,1869,59,29449
5月25日,伊朗,135701,105801,7417,2180,58,29900
5月26日,伊朗,137724,107713,7451,2023,34,30011
5月27日,伊朗,139511,109437,7508,1787,57,30074
5月28日,伊朗,141591,111176,7564,2080,56,30415
5月29日,伊朗,143849,112988,7627,2258,63,30861
5月30日,伊朗,146668,114931,7677,2819,50,31737
5月31日,伊朗,148950,116827,7734,2282,57,32123
6月1日,伊朗,151466,118848,7797,2516,63,32618
6月2日,伊朗,154445,121004,7878,2979,81,33441
6月3日,伊朗,157562,123077,7942,3117,64,34485
6月4日,伊朗,160696,125206,8012,3134,70,35490
6月5日,伊朗,164270,127485,8071,3574,59,36785
6月6日,伊朗,167156,129741,8134,2886,63,37415
6月7日,伊朗,169425,132038,8209,2269,75,37387
6月8日,伊朗,171789,134349,8281,2364,72,37440
6月9日,伊朗,173832,136360,8351,2043,70,37472
6月10日,伊朗,175927,138457,8425,2095,74,37470
6月11日,伊朗,177938,140590,8506,2011,81,37348
6月12日,伊朗,180156,142663,8584,2218,78,37493
6月13日,伊朗,182525,144649,8659,2369,75,37876
6月14日,伊朗,184955,146748,8730,2430,71,38207
6月15日,伊朗,187427,148674,8837,2472,107,38753
6月16日,伊朗,189876,150590,8950,2449,113,39286
6月17日,伊朗,192439,152675,9065,2563,115,39764
6月18日,伊朗,195051,154812,9185,2612,120,40239
6月19日,伊朗,197647,156991,9272,2596,87,40656
6月20日,伊朗,200262,159192,9392,2615,120,41070
6月21日,伊朗,202584,161384,9507,2322,115,41200
6月22日,伊朗,204952,163591,9623,2368,116,41361
6月23日,伊朗,0,0,0,0,0,0
6月24日,伊朗,0,0,0,0,0,0
6月25日,伊朗,0,0,0,0,0,0
6月26日,伊朗,0,0,0,0,0,0
6月27日,伊朗,,,,,,
6月28日,伊朗,,,,,,
6月29日,伊朗,,,,,,
6月30日,伊朗,,,,,,
2月1日,加拿大,,,,,,0
2月2日,加拿大,,,,,,0
2月3日,加拿大,,,,,,0
2月4日,加拿大,,,,,,0
2月5日,加拿大,,,,,,0
2月6日,加拿大,,,,,,0
2月7日,加拿大,,,,,,0
2月8日,加拿大,,,,,,0
2月9日,加拿大,,,,,,0
2月10日,加拿大,,,,,,0
2月11日,加拿大,,,,,,0
2月12日,加拿大,,,,,,0
2月13日,加拿大,,,,,,0
2月14日,加拿大,,,,,,0
2月15日,加拿大,,,,,,0
2月16日,加拿大,,,,,,0
2月17日,加拿大,,,,,,0
2月18日,加拿大,,,,,,0
2月19日,加拿大,,,,,,0
2月20日,加拿大,,,,,,0
2月21日,加拿大,,,,,,0
2月22日,加拿大,,,,,,0
2月23日,加拿大,,,,,,0
2月24日,加拿大,,,,,,0
2月25日,加拿大,,,,,,0
2月26日,加拿大,,,,,,0
2月27日,加拿大,,,,,,0
2月28日,加拿大,,,,,,0
2月29日,加拿大,,,,,,0
3月1日,加拿大,,,,,,0
3月2日,加拿大,,,,,,0
3月3日,加拿大,,,,,,0
3月4日,加拿大,,,,,,0
3月5日,加拿大,,,,,,0
3月6日,加拿大,,,,,,0
3月7日,加拿大,52,8,,15,,44
3月8日,加拿大,60,8,,8,,52
3月9日,加拿大,64,8,,4,,56
3月10日,加拿大,77,8,1,13,1,69
3月11日,加拿大,94,8,1,17,0,86
3月12日,加拿大,109,9,1,15,0,100
3月13日,加拿大,142,11,1,33,0,131
3月14日,加拿大,179,11,1,37,0,168
3月15日,加拿大,247,11,1,68,0,236
3月16日,加拿大,341,11,1,94,0,330
3月17日,加拿大,422,11,4,81,3,411
3月18日,加拿大,598,12,8,176,4,586
3月19日,加拿大,727,12,9,129,1,715
3月20日,加拿大,873,11,12,146,3,862
3月21日,加拿大,1087,14,12,214,0,1073
3月22日,加拿大,1328,14,19,241,7,1314
3月23日,加拿大,1436,14,20,108,1,1422
3月24日,加拿大,2091,320,23,655,3,1771
3月25日,加拿大,2792,112,26,701,3,2680
3月26日,加拿大,3367,185,30,575,4,3182
3月27日,加拿大,3910,199,39,543,9,3711
3月28日,加拿大,4633,228,53,723,14,4405
3月29日,加拿大,5576,354,60,943,7,5222
3月30日,加拿大,6280,508,63,704,3,5772
3月31日,加拿大,7427,1093,84,1147,21,6334
4月1日,加拿大,8505,1162,101,1078,17,7343
4月2日,加拿大,9677,1615,114,1172,13,8062
4月3日,加拿大,11131,1906,161,1454,47,9225
4月4日,加拿大,12375,2186,208,1244,47,10189
4月5日,加拿大,13912,2595,231,1537,23,11317
4月6日,加拿大,15425,2847,277,1513,46,12578
4月7日,加拿大,16558,3534,322,1133,45,13024
4月8日,加拿大,17872,4028,377,1314,55,13844
4月9日,加拿大,19195,4548,427,1323,50,14647
4月10日,加拿大,20703,5218,504,1508,77,15485
4月11日,加拿大,22108,5871,556,1405,52,16237
4月12日,加拿大,23318,6309,653,1210,97,17009
4月13日,加拿大,24292,7106,713,974,60,17186
4月14日,加拿大,25552,7666,767,1260,54,17886
4月15日,加拿大,26897,8172,898,1345,131,18725
4月16日,加拿大,28205,8937,1006,1308,108,19268
4月17日,加拿大,29929,9674,1191,1724,185,20255
4月18日,加拿大,31642,10328,1310,1713,119,21314
4月19日,加拿大,33218,11168,1469,1576,159,22050
4月20日,加拿大,34813,11807,1583,1595,114,23006
4月21日,加拿大,36670,12197,1680,1857,97,24473
4月22日,加拿大,38210,13143,1831,1540,151,25067
4月23日,加拿大,39813,13647,1966,1603,135,26166
4月24日,加拿大,41791,13986,2141,1978,175,27805
4月25日,加拿大,43552,15469,2294,1761,153,28083
4月26日,加拿大,45138,16351,2464,1586,170,28787
4月27日,加拿大,46644,17239,2560,1506,96,29405
4月28日,加拿大,48242,18100,2702,1598,142,30142
4月29日,加拿大,49817,19050,2852,1575,150,30767
4月30日,加拿大,51248,20100,2985,1431,133,31148
5月1日,加拿大,53021,21198,3180,1773,195,31823
5月2日,加拿大,54810,22515,3387,1789,207,32295
5月3日,加拿大,56611,23621,3564,1801,177,32990
5月4日,加拿大,59474,24908,3682,2863,118,34566
5月5日,加拿大,60616,25422,3842,1142,160,35194
5月6日,加拿大,61981,26661,4037,1365,195,35320
5月7日,加拿大,63403,27816,4223,1422,186,35587
5月8日,加拿大,64835,28972,4404,1432,181,35863
5月9日,加拿大,66326,29948,4567,1491,163,36378
5月10日,加拿大,67643,31065,4692,1317,125,36578
5月11日,加拿大,68752,31902,4870,1109,178,36850
5月12日,加拿大,69911,32664,4992,1159,122,37247
5月13日,加拿大,71105,33722,5167,1194,175,37383
5月14日,加拿大,72200,34927,5301,1095,134,37273
5月15日,加拿大,73335,35936,5468,1135,167,37399
5月16日,加拿大,74540,36747,5553,1205,85,37793
5月17日,加拿大,75864,37819,5679,1324,126,38045
5月18日,加拿大,77002,38550,5782,1138,103,38452
5月19日,加拿大,78017,39127,5839,1015,57,38890
5月20日,加拿大,79077,39976,5909,1060,70,39101
5月21日,加拿大,80102,40697,6028,1025,119,39405
5月22日,加拿大,81279,41623,6145,1177,117,39656
5月23日,加拿大,82420,42481,6245,1141,100,39939
5月24日,加拿大,83593,43222,6352,1173,107,40371
5月25日,加拿大,84657,43930,6424,1064,72,40727
5月26日,加拿大,85679,44538,6538,1022,114,41141
5月27日,加拿大,86614,45250,6638,935,100,41364
5月28日,加拿大,87481,46072,6760,867,122,41409
5月29日,加拿大,88475,46777,6873,994,113,41698
5月30日,加拿大,89390,47443,6979,915,106,41947
5月31日,加拿大,90166,48065,7073,776,94,42101
6月1日,加拿大,90928,48839,7294,762,221,42089
6月2日,加拿大,91647,49476,7325,719,31,42171
6月3日,加拿大,92390,50271,7395,743,70,42119
6月4日,加拿大,93044,50984,7495,654,100,42060
6月5日,加拿大,93702,51693,7636,658,141,42009
6月6日,加拿大,94325,52545,7702,623,66,41780
6月7日,加拿大,95017,53582,7773,692,71,41435
6月8日,加拿大,95698,54221,7800,681,27,41477
6月9日,加拿大,96140,54473,7830,442,30,41667
6月10日,加拿大,96616,55537,7895,476,65,41079
6月11日,加拿大,97060,56602,7960,444,65,40458
6月12日,加拿大,97476,57608,7996,416,36,39868
6月13日,加拿大,97898,58490,8048,422,52,39408
6月14日,加拿大,98368,59333,8105,470,57,39035
6月15日,加拿大,98735,60241,8146,367,41,38494
6月16日,加拿大,99147,61042,8175,412,29,38105
6月17日,加拿大,99426,61400,8213,279,38,38026
6月18日,加拿大,99786,62000,8254,360,41,37786
6月19日,加拿大,100148,62445,8299,362,45,37703
6月20日,加拿大,100565,62961,8346,417,47,37604
6月21日,加拿大,100959,63450,8410,394,64,37509
6月22日,加拿大,101286,63860,8430,327,20,37426
6月23日,加拿大,0,0,0,0,0,0
6月24日,加拿大,0,0,0,0,0,0
6月25日,加拿大,0,0,0,0,0,0
6月26日,加拿大,0,0,0,0,0,0
6月27日,加拿大,,,,,,
6月28日,加拿大,,,,,,
6月29日,加拿大,,,,,,
6月30日,加拿大,,,,,,
2月1日,巴西,,,,,,0
2月2日,巴西,,,,,,0
2月3日,巴西,,,,,,0
2月4日,巴西,,,,,,0
2月5日,巴西,,,,,,0
2月6日,巴西,,,,,,0
2月7日,巴西,,,,,,0
2月8日,巴西,,,,,,0
2月9日,巴西,,,,,,0
2月10日,巴西,,,,,,0
2月11日,巴西,,,,,,0
2月12日,巴西,,,,,,0
2月13日,巴西,,,,,,0
2月14日,巴西,,,,,,0
2月15日,巴西,,,,,,0
2月16日,巴西,,,,,,0
2月17日,巴西,,,,,,0
2月18日,巴西,,,,,,0
2月19日,巴西,,,,,,0
2月20日,巴西,,,,,,0
2月21日,巴西,,,,,,0
2月22日,巴西,,,,,,0
2月23日,巴西,,,,,,0
2月24日,巴西,,,,,,0
2月25日,巴西,,,,,,0
2月26日,巴西,,,,,,0
2月27日,巴西,,,,,,0
2月28日,巴西,,,,,,0
2月29日,巴西,,,,,,0
3月1日,巴西,,,,,,0
3月2日,巴西,,,,,,0
3月3日,巴西,,,,,,0
3月4日,巴西,,,,,,0
3月5日,巴西,,,,,,0
3月6日,巴西,,,,,,0
3月7日,巴西,13,,,5,,13
3月8日,巴西,19,,,6,,19
3月9日,巴西,25,,,6,,25
3月10日,巴西,25,,,0,,25
3月11日,巴西,34,,,9,,34
3月12日,巴西,52,,,18,,52
3月13日,巴西,77,,,25,,77
3月14日,巴西,151,,,74,,151
3月15日,巴西,151,1,,0,,150
3月16日,巴西,200,1,,49,,199
3月17日,巴西,234,2,,34,,232
3月18日,巴西,346,2,1,112,1,344
3月19日,巴西,509,2,4,163,3,507
3月20日,巴西,635,2,7,126,3,633
3月21日,巴西,977,2,11,342,4,975
3月22日,巴西,1178,2,18,201,7,1176
3月23日,巴西,1546,2,25,368,7,1544
3月24日,巴西,1924,2,34,378,9,1922
3月25日,巴西,2247,2,46,323,12,2245
3月26日,巴西,2433,2,57,186,11,2431
3月27日,巴西,2915,6,77,482,20,2909
3月28日,巴西,3417,6,92,502,15,3411
3月29日,巴西,3904,6,111,487,19,3898
3月30日,巴西,4256,6,136,352,25,4250
3月31日,巴西,4579,120,159,323,23,4459
4月1日,巴西,5717,127,201,1138,42,5590
4月2日,巴西,6836,127,240,1119,39,6709
4月3日,巴西,7910,127,299,1074,59,7783
4月4日,巴西,9056,127,359,1146,60,8929
4月5日,巴西,10278,127,431,1222,72,10151
4月6日,巴西,11130,127,486,852,55,11003
4月7日,巴西,12056,127,553,926,67,11929
4月8日,巴西,14018,127,686,1962,133,13891
4月9日,巴西,15927,127,800,1909,114,15800
4月10日,巴西,17857,173,941,1930,141,17684
4月11日,巴西,19638,173,1057,1781,116,19465
4月12日,巴西,20727,173,1124,1089,67,20554
4月13日,巴西,22169,173,1223,1442,99,21996
4月14日,巴西,23430,173,1328,1261,105,23257
4月15日,巴西,24920,3046,1489,1490,161,21874
4月16日,巴西,28320,14026,1736,3400,247,14294
4月17日,巴西,30683,14026,1947,2363,211,16657
4月18日,巴西,33682,14026,2141,2999,194,19656
4月19日,巴西,36658,14026,2354,2976,213,22632
4月20日,巴西,38654,14026,2462,1996,108,24628
4月21日,巴西,40581,22130,2575,1927,113,18451
4月22日,巴西,43079,22991,2741,2498,166,20088
4月23日,巴西,45757,25318,2906,2678,165,20439
4月24日,巴西,49492,26573,3313,3735,407,22919
4月25日,巴西,52995,26573,3670,3503,357,26422
4月26日,巴西,58616,27655,4016,5621,346,30961
4月27日,巴西,61888,30152,4205,3272,189,31736
4月28日,巴西,66501,31142,4543,4613,338,35359
4月29日,巴西,71886,32544,5017,5385,474,39342
4月30日,巴西,78162,34132,5466,6276,449,44030
5月1日,巴西,85380,35935,5901,7218,435,49445
5月2日,巴西,91589,38039,6329,6209,428,53550
5月3日,巴西,96559,40937,6750,4970,421,55622
5月4日,巴西,101147,42991,7025,4588,275,58156
5月5日,巴西,105222,42991,7288,4075,263,62231
5月6日,巴西,110156,45815,7485,4934,197,64341
5月7日,巴西,125218,48221,8536,15062,1051,76997
5月8日,巴西,132367,51370,9054,7149,518,80997
5月9日,巴西,141088,55350,9637,8721,583,85738
5月10日,巴西,149101,59297,10113,8013,476,89804
5月11日,巴西,162699,61685,11123,13598,1010,101014
5月12日,巴西,166162,64957,11343,3463,220,101205
5月13日,巴西,173141,67384,12065,6979,722,105757
5月14日,巴西,185562,72597,13010,12421,945,112965
5月15日,巴西,197838,78424,13618,12276,608,119414
5月16日,巴西,212198,79479,14455,14360,837,132719
5月17日,巴西,229204,84970,15368,17006,913,144234
5月18日,巴西,239483,89672,16062,10279,694,149811
5月19日,巴西,245595,94122,16370,6112,308,151473
5月20日,巴西,265896,100459,17840,20301,1470,165437
5月21日,巴西,285418,106794,18655,19522,815,178624
5月22日,巴西,298206,116683,19271,12788,616,181523
5月23日,巴西,319069,125960,20541,20863,1270,193109
5月24日,巴西,342410,135430,21934,23341,1393,206980
5月25日,巴西,360062,142587,22602,17652,669,217475
5月26日,巴西,370060,149911,23102,9998,499,220149
5月27日,巴西,377780,153833,23622,7720,520,223947
5月28日,巴西,399632,158593,25035,21852,1413,241039
5月29日,巴西,419340,192302,25945,19708,910,227038
5月30日,巴西,450079,193181,27276,30739,1331,256898
5月31日,巴西,469510,193181,28015,19431,739,276329
6月1日,巴西,506708,205371,29101,37198,1086,301337
6月2日,巴西,519704,206555,29534,12996,433,313149
6月3日,巴西,539045,211080,30486,19341,952,327965
6月4日,巴西,560737,253570,31417,21692,931,307167
6月5日,巴西,606085,266132,33464,45348,2047,339953
6月6日,巴西,630708,288652,34625,24623,1161,342056
6月7日,巴西,659114,302084,35456,28406,831,357030
6月8日,巴西,678360,302084,36078,19246,622,376276
6月9日,巴西,694116,302084,36602,15756,524,392032
6月10日,巴西,739503,325602,38406,45387,1804,413901
6月11日,巴西,772416,380300,39680,32913,1274,392116
6月12日,巴西,802828,396692,40920,30412,1240,406136
6月13日,巴西,828810,396692,41828,25982,908,432118
6月14日,巴西,850514,427610,42720,21704,892,422904
6月15日,巴西,867624,437512,43332,17110,612,430112
6月16日,巴西,891556,464774,44118,23932,786,426782
6月17日,巴西,923189,464774,45241,31633,1123,458415
6月18日,巴西,955377,477364,46510,32188,1269,478013
6月19日,巴西,978142,503507,47748,22765,1238,474635
6月20日,巴西,1032913,520360,48954,54771,1206,512553
6月21日,巴西,1067579,543186,49976,34666,1022,524393
6月22日,巴西,1084883,543186,50608,17304,632,541697
6月23日,巴西,0,0,0,0,0,0
6月24日,巴西,0,0,0,0,0,0
6月25日,巴西,0,0,0,0,0,0
6月26日,巴西,0,0,0,0,0,0
6月27日,巴西,,,,,,
6月28日,巴西,,,,,,
6月29日,巴西,,,,,,
6月30日,巴西,,,,,,
2月1日,印度,,,,,,0
2月2日,印度,,,,,,0
2月3日,印度,,,,,,0
2月4日,印度,,,,,,0
2月5日,印度,,,,,,0
2月6日,印度,,,,,,0
2月7日,印度,,,,,,0
2月8日,印度,,,,,,0
2月9日,印度,,,,,,0
2月10日,印度,,,,,,0
2月11日,印度,,,,,,0
2月12日,印度,,,,,,0
2月13日,印度,,,,,,0
2月14日,印度,,,,,,0
2月15日,印度,,,,,,0
2月16日,印度,,,,,,0
2月17日,印度,,,,,,0
2月18日,印度,,,,,,0
2月19日,印度,,,,,,0
2月20日,印度,,,,,,0
2月21日,印度,,,,,,0
2月22日,印度,,,,,,0
2月23日,印度,,,,,,0
2月24日,印度,,,,,,0
2月25日,印度,,,,,,0
2月26日,印度,,,,,,0
2月27日,印度,,,,,,0
2月28日,印度,,,,,,0
2月29日,印度,,,,,,0
3月1日,印度,,,,,,0
3月2日,印度,,,,,,0
3月3日,印度,,,,,,0
3月4日,印度,,,,,,0
3月5日,印度,,,,,,0
3月6日,印度,,,,,,0
3月7日,印度,31,3,,1,,28
3月8日,印度,34,3,,3,,31
3月9日,印度,43,3,,9,,40
3月10日,印度,47,4,,4,,43
3月11日,印度,62,4,,15,,58
3月12日,印度,62,4,,0,,58
3月13日,印度,74,4,1,12,1,70
3月14日,印度,82,10,2,8,1,72
3月15日,印度,97,10,2,15,0,87
3月16日,印度,112,13,2,15,0,99
3月17日,印度,129,13,2,17,0,116
3月18日,印度,143,14,3,14,1,129
3月19日,印度,169,14,3,26,0,155
3月20日,印度,194,20,4,25,1,174
3月21日,印度,275,23,5,81,1,252
3月22日,印度,332,23,5,57,0,309
3月23日,印度,396,24,7,64,2,372
3月24日,印度,499,34,10,103,3,465
3月25日,印度,536,40,10,37,0,496
3月26日,印度,657,43,12,121,2,614
3月27日,印度,722,45,16,65,4,677
3月28日,印度,887,73,20,165,4,814
3月29日,印度,987,84,24,100,4,903
3月30日,印度,1024,95,27,37,3,929
3月31日,印度,1251,102,32,227,5,1149
4月1日,印度,1397,123,35,146,3,1274
4月2日,印度,1998,148,58,601,23,1850
4月3日,印度,2543,191,72,545,14,2352
4月4日,印度,2567,192,72,24,0,2375
4月5日,印度,3082,229,86,515,14,2853
4月6日,印度,3588,229,99,506,13,3359
4月7日,印度,4778,375,136,1190,37,4403
4月8日,印度,5311,421,150,533,14,4890
4月9日,印度,5916,506,178,605,28,5410
4月10日,印度,6725,620,226,809,48,6105
4月11日,印度,7598,774,246,873,20,6824
4月12日,印度,8446,969,288,848,42,7477
4月13日,印度,9205,1080,331,759,43,8125
4月14日,印度,10453,1181,358,1248,27,9272
4月15日,印度,11487,1359,393,1034,35,10128
4月16日,印度,12322,1432,405,835,12,10890
4月17日,印度,13430,1768,448,1108,43,11662
4月18日,印度,14352,2041,486,922,38,12311
4月19日,印度,15722,2463,521,1370,35,13259
4月20日,印度,17615,2854,559,1893,38,14761
4月21日,印度,18539,3273,592,924,33,15266
4月22日,印度,20080,3975,645,1541,53,16105
4月23日,印度,21370,4370,681,1290,36,17000
4月24日,印度,23039,5012,721,1669,40,18027
4月25日,印度,24447,5496,780,1408,59,18951
4月26日,印度,26283,5939,825,1836,45,20344
4月27日,印度,27890,6523,882,1607,57,21367
4月28日,印度,29451,7137,939,1561,57,22314
4月29日,印度,31360,7747,1008,1909,69,23613
4月30日,印度,33062,8437,1079,1702,71,24625
5月1日,印度,34862,9068,1154,1800,75,25794
5月2日,印度,37257,10007,1223,2395,69,27250
5月3日,印度,39699,10819,1323,2442,100,28880
5月4日,印度,42505,11775,1391,2806,68,30730
5月5日,印度,46437,12847,1566,3932,175,33590
5月6日,印度,49400,14142,1693,2963,127,35258
5月7日,印度,52987,15331,1785,3587,92,37656
5月8日,印度,56351,16776,1889,3364,104,39575
5月9日,印度,59693,17887,1985,3342,96,41806
5月10日,印度,62808,19301,2101,3115,116,43507
5月11日,印度,67161,20969,2212,4353,111,46192
5月12日,印度,70768,22549,2294,3607,82,48219
5月13日,印度,74243,24420,2415,3475,121,49823
5月14日,印度,78055,26400,2551,3812,136,51655
5月15日,印度,81997,27969,2649,3942,98,54028
5月16日,印度,85784,30234,2753,3787,104,55550
5月17日,印度,90648,34224,2871,4864,118,56424
5月18日,印度,95698,36795,3025,5050,154,58903
5月19日,印度,100340,39233,3156,4642,131,61107
5月20日,印度,106475,42309,3302,6135,146,64166
5月21日,印度,112028,45422,3434,5553,132,66606
5月22日,印度,118226,48553,3584,6198,150,69673
5月23日,印度,124794,51824,3726,6568,142,72970
5月24日,印度,131423,54385,3868,6629,142,77038
5月25日,印度,138536,57692,4024,7113,156,80844
5月26日,印度,144941,60706,4172,6405,148,84235
5月27日,印度,150793,64277,4349,5852,177,86516
5月28日,印度,158086,67749,4534,7293,185,90337
5月29日,印度,165386,70920,4711,7300,177,94466
5月30日,印度,173491,82627,4980,8105,269,90864
5月31日,印度,181827,86936,5185,8336,205,94891
6月1日,印度,190609,91852,5408,8782,223,98757
6月2日,印度,198370,95754,5608,7761,200,102616
6月3日,印度,207183,100285,5829,8813,221,106898
6月4日,印度,216824,104071,6088,9641,259,112753
6月5日,印度,226713,108450,6363,9889,275,118263
6月6日,印度,236184,113231,6649,9471,286,122953
6月7日,印度,246622,118695,6946,10438,297,127927
6月8日,印度,257506,123848,7207,10884,261,133658
6月9日,印度,265928,129095,7473,8422,266,136833
6月10日,印度,276146,134667,7750,10218,277,141479
6月11日,印度,287155,140979,8107,11009,357,146176
6月12日,印度,298283,146972,8501,11128,394,151311
6月13日,印度,309603,154231,8890,11320,389,155372
6月14日,印度,321626,162326,9205,12023,315,159300
6月15日,印度,333008,169689,9520,11382,315,163319
6月16日,印度,343026,180320,9915,10018,395,162706
6月17日,印度,354161,187552,11921,11135,2006,166609
6月18日,印度,367264,194438,12262,13103,341,172826
6月19日,印度,381091,205182,12604,13827,342,175909
6月20日,印度,395812,214206,12970,14721,366,181606
6月21日,印度,411727,228181,13277,15915,307,183546
6月22日,印度,426910,237252,13703,15183,426,189658
6月23日,印度,0,0,0,0,0,0
6月24日,印度,0,0,0,0,0,0
6月25日,印度,0,0,0,0,0,0
6月26日,印度,0,0,0,0,0,0
6月27日,印度,,,,,,
6月28日,印度,,,,,,
6月29日,印度,,,,,,
6月30日,印度,,,,,,
2月1日,韩国,12,,0,,0,12
2月2日,韩国,15,,0,3,0,15
2月3日,韩国,15,,0,0,0,15
2月4日,韩国,16,,0,1,0,16
2月5日,韩国,18,,0,2,0,18
2月6日,韩国,23,,0,5,0,23
2月7日,韩国,24,,0,1,0,24
2月8日,韩国,24,,0,0,0,24
2月9日,韩国,27,,0,3,0,27
2月10日,韩国,27,,0,0,0,27
2月11日,韩国,28,,0,1,0,28
2月12日,韩国,28,,0,0,0,28
2月13日,韩国,28,,0,0,0,28
2月14日,韩国,28,,0,0,0,28
2月15日,韩国,28,,0,0,0,28
2月16日,韩国,29,,0,1,0,29
2月17日,韩国,30,,0,1,0,30
2月18日,韩国,31,,0,1,0,31
2月19日,韩国,51,,0,20,0,51
2月20日,韩国,104,,1,53,1,104
2月21日,韩国,204,,1,100,0,204
2月22日,韩国,346,,2,142,1,346
2月23日,韩国,602,,5,256,3,602
2月24日,韩国,763,,7,161,2,763
2月25日,韩国,977,,10,214,3,977
2月26日,韩国,1261,,12,284,2,1261
2月27日,韩国,1766,,13,505,1,1766
2月28日,韩国,2337,,13,571,0,2337
2月29日,韩国,3150,,17,813,4,3150
3月1日,韩国,3736,,18,586,1,3736
3月2日,韩国,4212,,22,476,4,4212
3月3日,韩国,4812,,28,600,6,4812
3月4日,韩国,5328,,32,516,4,5328
3月5日,韩国,5766,,35,438,3,5766
3月6日,韩国,6284,,42,518,7,6284
3月7日,韩国,6593,135,43,309,1,6458
3月8日,韩国,7041,118,48,448,5,6923
3月9日,韩国,7313,130,50,272,2,7183
3月10日,韩国,7478,166,53,165,3,7312
3月11日,韩国,7513,247,58,35,5,7266
3月12日,韩国,7755,288,60,242,2,7467
3月13日,韩国,7869,333,66,114,6,7536
3月14日,韩国,7979,510,71,110,5,7469
3月15日,韩国,8086,714,72,107,1,7372
3月16日,韩国,8162,834,75,76,3,7328
3月17日,韩国,8236,1137,75,74,0,7099
3月18日,韩国,8320,1401,81,84,6,6919
3月19日,韩国,8413,1540,84,93,3,6873
3月20日,韩国,8565,1947,91,152,7,6618
3月21日,韩国,8652,2612,102,87,11,6040
3月22日,韩国,8799,2612,102,147,0,6187
3月23日,韩国,8897,2909,104,98,2,5988
3月24日,韩国,8961,3166,111,64,7,5795
3月25日,韩国,9037,3507,120,76,9,5530
3月26日,韩国,9137,3730,126,100,6,5407
3月27日,韩国,9241,4144,131,104,5,5097
3月28日,韩国,9332,4528,139,91,8,4804
3月29日,韩国,9478,4811,144,146,5,4667
3月30日,韩国,9583,5033,152,105,8,4550
3月31日,韩国,9661,5228,158,78,6,4433
4月1日,韩国,9786,5408,162,125,4,4378
4月2日,韩国,9887,5567,165,101,3,4320
4月3日,韩国,9976,5828,169,89,4,4148
4月4日,韩国,10062,6021,174,86,5,4041
4月5日,韩国,10156,6325,177,94,3,3831
4月6日,韩国,10237,6463,183,81,6,3774
4月7日,韩国,10284,6598,186,47,3,3686
4月8日,韩国,10331,6694,192,47,6,3637
4月9日,韩国,10384,6776,200,53,8,3608
4月10日,韩国,10423,6973,204,39,4,3450
4月11日,韩国,10450,7117,208,27,4,3333
4月12日,韩国,10480,7243,211,30,3,3237
4月13日,韩国,10512,7368,214,32,3,3144
4月14日,韩国,10537,7447,217,25,3,3090
4月15日,韩国,10564,7534,222,27,5,3030
4月16日,韩国,10591,7616,225,27,3,2975
4月17日,韩国,10613,7757,229,22,4,2856
4月18日,韩国,10635,7829,230,22,1,2806
4月19日,韩国,10653,7937,232,18,2,2716
4月20日,韩国,10661,8042,234,8,2,2619
4月21日,韩国,10674,8114,236,13,2,2560
4月22日,韩国,10683,8213,237,9,1,2470
4月23日,韩国,10694,8277,238,11,1,2417
4月24日,韩国,10702,8411,240,8,2,2291
4月25日,韩国,10708,8501,240,6,0,2207
4月26日,韩国,10718,8635,240,10,0,2083
4月27日,韩国,10728,8717,242,10,2,2011
4月28日,韩国,10738,8764,243,10,1,1974
4月29日,韩国,10752,8854,244,14,1,1898
4月30日,韩国,10761,8922,246,9,2,1839
5月1日,韩国,10765,9059,247,4,1,1706
5月2日,韩国,10774,9072,248,9,1,1702
5月3日,韩国,10780,9123,250,6,2,1657
5月4日,韩国,10793,9183,250,13,0,1610
5月5日,韩国,10801,9217,252,8,2,1584
5月6日,韩国,10804,9283,254,3,2,1521
5月7日,韩国,10806,9333,255,2,1,1473
5月8日,韩国,10810,9419,256,4,1,1391
5月9日,韩国,10822,9484,256,12,0,1338
5月10日,韩国,10840,9568,256,18,0,1272
5月11日,韩国,10874,9610,256,34,0,1264
5月12日,韩国,10909,9632,256,35,0,1277
5月13日,韩国,10936,9670,258,27,2,1266
5月14日,韩国,10962,9695,259,26,1,1267
5月15日,韩国,10991,9762,260,29,1,1229
5月16日,韩国,11018,9821,260,27,0,1197
5月17日,韩国,11037,9851,262,19,2,1186
5月18日,韩国,11050,9888,262,13,0,1162
5月19日,韩国,11065,9904,263,15,1,1161
5月20日,韩国,11078,9938,263,13,0,1140
5月21日,韩国,11110,10066,263,32,0,1044
5月22日,韩国,11122,10135,264,12,1,987
5月23日,韩国,11142,10162,264,20,0,980
5月24日,韩国,11165,10194,266,23,2,971
5月25日,韩国,11190,10213,266,25,0,977
5月26日,韩国,11206,10226,267,16,1,980
