日期,国家,确诊人数,治愈人数,死亡人数,新增确诊,新增死亡,现有确诊
6月6日,巴基斯坦,89249,31198,1838,3985,68,58051
6月7日,巴基斯坦,93983,32581,1935,4734,97,61402
6月8日,巴基斯坦,98943,33465,2002,4960,67,65478
6月9日,巴基斯坦,103671,34355,2067,4728,65,69316
6月10日,巴基斯坦,108317,35018,2172,4646,105,73299
6月11日,巴基斯坦,113702,36308,2255,5385,83,77394
6月12日,巴基斯坦,119536,38391,2356,5834,101,81145
6月13日,巴基斯坦,125933,40247,2463,6397,107,85686
6月14日,巴基斯坦,132405,50056,2551,6472,88,82349
6月15日,巴基斯坦,139230,51735,2632,6825,81,87495
6月16日,巴基斯坦,144478,53721,2729,5248,97,90757
6月17日,巴基斯坦,148921,56390,2839,4443,110,92531
6月18日,巴基斯坦,154760,58437,2975,5839,136,96323
6月19日,巴基斯坦,160118,59215,3093,5358,118,100903
6月20日,巴基斯坦,165062,61383,3229,4944,136,103679
6月21日,巴基斯坦,171666,63504,3382,6604,153,108162
6月22日,巴基斯坦,176617,67892,3501,4951,119,108725
6月23日,巴基斯坦,0,0,0,0,0,0
6月24日,巴基斯坦,0,0,0,0,0,0
6月25日,巴基斯坦,0,0,0,0,0,0
6月26日,巴基斯坦,0,0,0,0,0,0
6月27日,巴基斯坦,,,,,,
6月28日,巴基斯坦,,,,,,
6月29日,巴基斯坦,,,,,,
6月30日,巴基斯坦,,,,,,
2月1日,南非,,,,,,0
2月2日,南非,,,,,,0
2月3日,南非,,,,,,0
2月4日,南非,,,,,,0
2月5日,南非,,,,,,0
2月6日,南非,,,,,,0
2月7日,南非,,,,,,0
2月8日,南非,,,,,,0
2月9日,南非,,,,,,0
2月10日,南非,,,,,,0
2月11日,南非,,,,,,0
2月12日,南非,,,,,,0
2月13日,南非,,,,,,0
2月14日,南非,,,,,,0
2月15日,南非,,,,,,0
2月16日,南非,,,,,,0
2月17日,南非,,,,,,0
2月18日,南非,,,,,,0
2月19日,南非,,,,,,0
2月20日,南非,,,,,,0
2月21日,南非,,,,,,0
2月22日,南非,,,,,,0
2月23日,南非,,,,,,0
2月24日,南非,,,,,,0
2月25日,南非,,,,,,0
2月26日,南非,,,,,,0
2月27日,南非,,,,,,0
2月28日,南非,,,,,,0
2月29日,南非,,,,,,0
3月1日,南非,,,,,,0
3月2日,南非,,,,,,0
3月3日,南非,,,,,,0
3月4日,南非,,,,,,0
3月5日,南非,,,,,,0
3月6日,南非,,,,,,0
3月7日,南非,1,,,,,1
3月8日,南非,2,,,1,,2
3月9日,南非,3,,,1,,3
3月10日,南非,7,,,4,,7
3月11日,南非,7,,,0,,7
3月12日,南非,13,,,6,,13
3月13日,南非,17,,,4,,17
3月14日,南非,24,,,7,,24
3月15日,南非,38,,,14,,38
3月16日,南非,61,,,23,,61
3月17日,南非,64,,,3,,64
3月18日,南非,85,,,21,,85
3月19日,南非,116,,,31,,116
3月20日,南非,150,,,34,,150
3月21日,南非,240,1,,90,,239
3月22日,南非,240,2,,0,,238
3月23日,南非,274,2,,34,,272
3月24日,南非,402,4,,128,,398
3月25日,南非,554,4,,152,,550
3月26日,南非,709,12,,155,,697
3月27日,南非,927,12,,218,,915
3月28日,南非,1170,31,1,243,1,1139
3月29日,南非,1187,31,1,17,0,1156
3月30日,南非,1280,31,2,93,1,1249
3月31日,南非,1326,31,3,46,1,1295
4月1日,南非,1353,31,5,27,2,1322
4月2日,南非,1380,50,5,27,0,1330
4月3日,南非,1462,50,5,82,0,1412
4月4日,南非,1505,95,9,43,4,1410
4月5日,南非,1585,95,9,80,0,1490
4月6日,南非,1655,95,11,70,2,1560
4月7日,南非,1686,95,12,31,1,1591
4月8日,南非,1749,95,13,63,1,1654
4月9日,南非,1845,95,18,96,5,1750
4月10日,南非,1934,95,18,89,0,1839
4月11日,南非,2003,410,24,69,6,1593
4月12日,南非,2028,410,25,25,1,1618
4月13日,南非,2173,410,25,145,0,1763
4月14日,南非,2272,410,27,99,2,1862
4月15日,南非,2415,410,27,143,0,2005
4月16日,南非,2506,410,34,91,7,2096
4月17日,南非,2605,903,48,99,14,1702
4月18日,南非,2783,903,50,178,2,1880
4月19日,南非,3034,903,52,251,2,2131
4月20日,南非,3158,903,54,124,2,2255
4月21日,南非,3300,1055,58,142,4,2245
4月22日,南非,3465,1055,58,165,0,2410
4月23日,南非,3635,1055,65,170,7,2580
4月24日,南非,3953,1473,75,318,10,2480
4月25日,南非,4220,1473,79,267,4,2747
4月26日,南非,4361,1473,86,141,7,2888
4月27日,南非,4546,1473,87,185,1,3073
4月28日,南非,4793,1473,90,247,3,3320
4月29日,南非,4996,2073,93,203,3,2923
4月30日,南非,5350,2073,103,354,10,3277
5月1日,南非,5647,2073,103,297,0,3574
5月2日,南非,5951,2382,116,304,13,3569
5月3日,南非,6336,2549,123,385,7,3787
5月4日,南非,6783,2549,131,447,8,4234
5月5日,南非,7220,2746,138,437,7,4474
5月6日,南非,7572,2746,148,352,10,4826
5月7日,南非,7808,3153,153,236,5,4655
5月8日,南非,8232,3153,161,424,8,5079
5月9日,南非,8895,3153,178,663,17,5742
5月10日,南非,9420,3983,186,525,8,5437
5月11日,南非,10015,4173,194,595,8,5842
5月12日,南非,10652,4357,206,637,12,6295
5月13日,南非,11350,4357,206,698,0,6993
5月14日,南非,12074,4745,219,724,13,7329
5月15日,南非,12739,5676,238,665,19,7063
5月16日,南非,13524,6083,247,785,9,7441
5月17日,南非,14355,6478,261,831,14,7877
5月18日,南非,15515,7006,264,1160,3,8509
5月19日,南非,16433,7298,286,918,22,9135
5月20日,南非,17200,7960,312,767,26,9240
5月21日,南非,18003,8950,339,803,27,9053
5月22日,南非,19137,8950,369,1134,30,10187
5月23日,南非,20125,10104,397,988,28,10021
5月24日,南非,21343,10104,407,1218,10,11239
5月25日,南非,22583,11100,429,1240,22,11483
5月26日,南非,23615,11917,481,1032,52,11698
5月27日,南非,24264,12741,524,649,43,11523
5月28日,南非,25937,13451,552,1673,28,12486
5月29日,南非,27403,13451,577,1466,25,13952
5月30日,南非,29240,15093,611,1837,34,14147
5月31日,南非,30967,16116,643,1727,32,14851
6月1日,南非,32683,16809,683,1716,40,15874
6月2日,南非,34357,17291,705,1674,22,17066
6月3日,南非,35812,18313,755,1455,50,17499
6月4日,南非,37525,19682,792,1713,37,17843
6月5日,南非,40792,21311,848,3267,56,19481
6月6日,南非,43434,23088,908,2642,60,20346
6月7日,南非,45973,24258,952,2539,44,21715
6月8日,南非,48285,24364,998,2312,46,23921
6月9日,南非,50879,26099,1080,2594,82,24780
6月10日,南非,52991,29006,1162,2112,82,23985
6月11日,南非,55421,31505,1210,2430,48,23916
6月12日,南非,58568,33252,1284,3147,74,25316
6月13日,南非,61927,35006,1354,3359,70,26921
6月14日,南非,65736,36850,1423,3809,69,28886
6月15日,南非,70038,38531,1480,4302,57,31507
6月16日,南非,73533,39867,1568,3495,88,33666
6月17日,南非,73533,39867,1568,0,0,33666
6月18日,南非,80412,44331,1674,6879,106,36081
6月19日,南非,83890,44920,1737,3478,63,38970
6月20日,南非,87715,47825,1831,3825,94,39890
6月21日,南非,92681,50326,1877,4966,46,42355
6月22日,南非,97302,51608,1930,4621,53,45694
6月23日,南非,0,0,0,0,0,0
6月24日,南非,0,0,0,0,0,0
6月25日,南非,0,0,0,0,0,0
6月26日,南非,0,0,0,0,0,0
6月27日,南非,,,,,,
6月28日,南非,,,,,,
6月29日,南非,,,,,,
6月30日,南非,,,,,,
